************************************************************************************************************************************************

2020-08-16 23:39:53
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0//trainWithTune_2020_08_16_23_39_53.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.0, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996068	test-auc:0.993431	validation-auc:0.993315
[58]	train-auc:0.99935	test-auc:0.995601
[59]	train-auc:0.999354	test-auc:0.99561
[60]	train-auc:0.999359	test-auc:0.995623
[61]	train-auc:0.999361	test-auc:0.995633
[62]	train-auc:0.999368	test-auc:0.995645
[63]	train-auc:0.999372	test-auc:0.995659
[64]	train-auc:0.999381	test-auc:0.995668
[65]	train-auc:0.999397	test-auc:0.995719
[66]	train-auc:0.999403	test-auc:0.995719
[67]	train-auc:0.999406	test-auc:0.995719
[68]	train-auc:0.999408	test-auc:0.995727
[69]	train-auc:0.999411	test-auc:0.995739
[70]	train-auc:0.999413	test-auc:0.995744
[71]	train-auc:0.999414	test-auc:0.995748
[72]	train-auc:0.999418	test-auc:0.995764
[73]	train-auc:0.99942	test-auc:0.995773
[74]	train-auc:0.999424	test-auc:0.995781
[75]	train-auc:0.999428	test-auc:0.995781
[76]	train-auc:0.999429	test-auc:0.995788
[77]	train-auc:0.99943	test-auc:0.995801
[78]	train-auc:0.999433	test-auc:0.995808
[79]	train-auc:0.999433	test-auc:0.995825
[80]	train-auc:0.999435	test-auc:0.995829
[81]	train-auc:0.999436	test-auc:0.995842
[82]	train-auc:0.999442	test-auc:0.995846
[83]	train-auc:0.999442	test-auc:0.995848
[84]	train-auc:0.999447	test-auc:0.995851
[85]	train-auc:0.999451	test-auc:0.99585
[86]	train-auc:0.999453	test-auc:0.995848
[87]	train-auc:0.999453	test-auc:0.995863
[88]	train-auc:0.999455	test-auc:0.995867
[89]	train-auc:0.999455	test-auc:0.99587
[90]	train-auc:0.999458	test-auc:0.995874
[91]	train-auc:0.999462	test-auc:0.995879
[92]	train-auc:0.999469	test-auc:0.995881
[93]	train-auc:0.999482	test-auc:0.99588
[94]	train-auc:0.999482	test-auc:0.995882
[95]	train-auc:0.99949	test-auc:0.995895
[96]	train-auc:0.999499	test-auc:0.99589
[97]	train-auc:0.9995	test-auc:0.995904
[98]	train-auc:0.999506	test-auc:0.995923
[99]	train-auc:0.999509	test-auc:0.995942
[100]	train-auc:0.999513	test-auc:0.995948
[101]	train-auc:0.999518	test-auc:0.995978
[102]	train-auc:0.999523	test-auc:0.995991
[103]	train-auc:0.999524	test-auc:0.996006
[104]	train-auc:0.999525	test-auc:0.996014
[105]	train-auc:0.999528	test-auc:0.996018
[106]	train-auc:0.999529	test-auc:0.996026
[107]	train-auc:0.99953	test-auc:0.996029
[108]	train-auc:0.999533	test-auc:0.996037
[109]	train-auc:0.999534	test-auc:0.996037
[110]	train-auc:0.999535	test-auc:0.996036
[111]	train-auc:0.999536	test-auc:0.996042
[112]	train-auc:0.999536	test-auc:0.996044
[113]	train-auc:0.999538	test-auc:0.996048
[114]	train-auc:0.999538	test-auc:0.996056
[115]	train-auc:0.999539	test-auc:0.99606
[116]	train-auc:0.999541	test-auc:0.996065
[117]	train-auc:0.999542	test-auc:0.996065
[118]	train-auc:0.999543	test-auc:0.996079
[119]	train-auc:0.999544	test-auc:0.99608
[120]	train-auc:0.999545	test-auc:0.996094
[121]	train-auc:0.999546	test-auc:0.996108
[122]	train-auc:0.999547	test-auc:0.996119
[123]	train-auc:0.999547	test-auc:0.996126
[124]	train-auc:0.999548	test-auc:0.996131
[125]	train-auc:0.999549	test-auc:0.996139
[126]	train-auc:0.999549	test-auc:0.996141
[127]	train-auc:0.99955	test-auc:0.996139
[128]	train-auc:0.99955	test-auc:0.99614
[129]	train-auc:0.99955	test-auc:0.996135
[130]	train-auc:0.999551	test-auc:0.996133
[131]	train-auc:0.999551	test-auc:0.996137
[132]	train-auc:0.999552	test-auc:0.996147
[133]	train-auc:0.999552	test-auc:0.996151
[134]	train-auc:0.999552	test-auc:0.996156
[135]	train-auc:0.999553	test-auc:0.996161
[136]	train-auc:0.999554	test-auc:0.996161
[137]	train-auc:0.999554	test-auc:0.996158
[138]	train-auc:0.999556	test-auc:0.996158
[139]	train-auc:0.999556	test-auc:0.996158
[140]	train-auc:0.999558	test-auc:0.996158
[141]	train-auc:0.99956	test-auc:0.996156
[142]	train-auc:0.999561	test-auc:0.99616
[143]	train-auc:0.999568	test-auc:0.996165
[144]	train-auc:0.99957	test-auc:0.99617
[145]	train-auc:0.999572	test-auc:0.99617
[146]	train-auc:0.999573	test-auc:0.996172
[147]	train-auc:0.999574	test-auc:0.996173
[148]	train-auc:0.999574	test-auc:0.996169
[149]	train-auc:0.999577	test-auc:0.996173
[150]	train-auc:0.999578	test-auc:0.996171
[151]	train-auc:0.99958	test-auc:0.996174
[152]	train-auc:0.999585	test-auc:0.996168
[153]	train-auc:0.999604	test-auc:0.996178
[154]	train-auc:0.999603	test-auc:0.996182
[155]	train-auc:0.999604	test-auc:0.996183
[156]	train-auc:0.999608	test-auc:0.99619
[157]	train-auc:0.99961	test-auc:0.996195
[158]	train-auc:0.999614	test-auc:0.996192
[159]	train-auc:0.999615	test-auc:0.996195
[160]	train-auc:0.999616	test-auc:0.9962
[161]	train-auc:0.999619	test-auc:0.996208
[162]	train-auc:0.999654	test-auc:0.996208
[163]	train-auc:0.999654	test-auc:0.996212
[164]	train-auc:0.999658	test-auc:0.996215
[165]	train-auc:0.999659	test-auc:0.996224
[166]	train-auc:0.99966	test-auc:0.996227
[167]	train-auc:0.999662	test-auc:0.996224
[168]	train-auc:0.999665	test-auc:0.99623
[169]	train-auc:0.999669	test-auc:0.996231
[170]	train-auc:0.999671	test-auc:0.996235

Post-validation progress:

{
    "test": {
        "auc": [
            0.99308, 
            0.993069, 
            0.992259, 
            0.992316, 
            0.992339, 
            0.992405, 
            0.992466, 
            0.992522, 
            0.992533, 
            0.992505, 
            0.992519, 
            0.992698, 
            0.992779, 
            0.992841, 
            0.992863, 
            0.992898, 
            0.99305, 
            0.993213, 
            0.99371, 
            0.993767, 
            0.993937, 
            0.994035, 
            0.994072, 
            0.994184, 
            0.994218, 
            0.994279, 
            0.994386, 
            0.994544, 
            0.99459, 
            0.994628, 
            0.994778, 
            0.994844, 
            0.99491, 
            0.994918, 
            0.995034, 
            0.995059, 
            0.995096, 
            0.995136, 
            0.995154, 
            0.995176, 
            0.995198, 
            0.995231, 
            0.99526, 
            0.995278, 
            0.995313, 
            0.99538, 
            0.995436, 
            0.995438, 
            0.995481, 
            0.995495, 
            0.995508, 
            0.995517, 
            0.995538, 
            0.995545, 
            0.995557, 
            0.99556, 
            0.995568, 
            0.995589, 
            0.995601, 
            0.99561, 
            0.995623, 
            0.995633, 
            0.995645, 
            0.995659, 
            0.995668, 
            0.995719, 
            0.995719, 
            0.995719, 
            0.995727, 
            0.995739, 
            0.995744, 
            0.995748, 
            0.995764, 
            0.995773, 
            0.995781, 
            0.995781, 
            0.995788, 
            0.995801, 
            0.995808, 
            0.995825, 
            0.995829, 
            0.995842, 
            0.995846, 
            0.995848, 
            0.995851, 
            0.99585, 
            0.995848, 
            0.995863, 
            0.995867, 
            0.99587, 
            0.995874, 
            0.995879, 
            0.995881, 
            0.99588, 
            0.995882, 
            0.995895, 
            0.99589, 
            0.995904, 
            0.995923, 
            0.995942, 
            0.995948, 
            0.995978, 
            0.995991, 
            0.996006, 
            0.996014, 
            0.996018, 
            0.996026, 
            0.996029, 
            0.996037, 
            0.996037, 
            0.996036, 
            0.996042, 
            0.996044, 
            0.996048, 
            0.996056, 
            0.99606, 
            0.996065, 
            0.996065, 
            0.996079, 
            0.99608, 
            0.996094, 
            0.996108, 
            0.996119, 
            0.996126, 
            0.996131, 
            0.996139, 
            0.996141, 
            0.996139, 
            0.99614, 
            0.996135, 
            0.996133, 
            0.996137, 
            0.996147, 
            0.996151, 
            0.996156, 
            0.996161, 
            0.996161, 
            0.996158, 
            0.996158, 
            0.996158, 
            0.996158, 
            0.996156, 
            0.99616, 
            0.996165, 
            0.99617, 
            0.99617, 
            0.996172, 
            0.996173, 
            0.996169, 
            0.996173, 
            0.996171, 
            0.996174, 
            0.996168, 
            0.996178, 
            0.996182, 
            0.996183, 
            0.99619, 
            0.996195, 
            0.996192, 
            0.996195, 
            0.9962, 
            0.996208, 
            0.996208, 
            0.996212, 
            0.996215, 
            0.996224, 
            0.996227, 
            0.996224, 
            0.99623, 
            0.996231, 
            0.996235
        ]
    }, 
    "train": {
        "auc": [
            0.994992, 
            0.995065, 
            0.994696, 
            0.995099, 
            0.995346, 
            0.995612, 
            0.995753, 
            0.995895, 
            0.996036, 
            0.996186, 
            0.996274, 
            0.996638, 
            0.99682, 
            0.996967, 
            0.997124, 
            0.997313, 
            0.997397, 
            0.997566, 
            0.998044, 
            0.998132, 
            0.998221, 
            0.998356, 
            0.998448, 
            0.998478, 
            0.998578, 
            0.998625, 
            0.998652, 
            0.998753, 
            0.998802, 
            0.998843, 
            0.998907, 
            0.998938, 
            0.998966, 
            0.998999, 
            0.999036, 
            0.99905, 
            0.999077, 
            0.999086, 
            0.999103, 
            0.999115, 
            0.999129, 
            0.999148, 
            0.999184, 
            0.999207, 
            0.999218, 
            0.999239, 
            0.999248, 
            0.999256, 
            0.999261, 
            0.999271, 
            0.999278, 
            0.999285, 
            0.999292, 
            0.999301, 
            0.999332, 
            0.999336, 
            0.99934, 
            0.999344, 
            0.99935, 
            0.999354, 
            0.999359, 
            0.999361, 
            0.999368, 
            0.999372, 
            0.999381, 
            0.999397, 
            0.999403, 
            0.999406, 
            0.999408, 
            0.999411, 
            0.999413, 
            0.999414, 
            0.999418, 
            0.99942, 
            0.999424, 
            0.999428, 
            0.999429, 
            0.99943, 
            0.999433, 
            0.999433, 
            0.999435, 
            0.999436, 
            0.999442, 
            0.999442, 
            0.999447, 
            0.999451, 
            0.999453, 
            0.999453, 
            0.999455, 
            0.999455, 
            0.999458, 
            0.999462, 
            0.999469, 
            0.999482, 
            0.999482, 
            0.99949, 
            0.999499, 
            0.9995, 
            0.999506, 
            0.999509, 
            0.999513, 
            0.999518, 
            0.999523, 
            0.999524, 
            0.999525, 
            0.999528, 
            0.999529, 
            0.99953, 
            0.999533, 
            0.999534, 
            0.999535, 
            0.999536, 
            0.999536, 
            0.999538, 
            0.999538, 
            0.999539, 
            0.999541, 
            0.999542, 
            0.999543, 
            0.999544, 
            0.999545, 
            0.999546, 
            0.999547, 
            0.999547, 
            0.999548, 
            0.999549, 
            0.999549, 
            0.99955, 
            0.99955, 
            0.99955, 
            0.999551, 
            0.999551, 
            0.999552, 
            0.999552, 
            0.999552, 
            0.999553, 
            0.999554, 
            0.999554, 
            0.999556, 
            0.999556, 
            0.999558, 
            0.99956, 
            0.999561, 
            0.999568, 
            0.99957, 
            0.999572, 
            0.999573, 
            0.999574, 
            0.999574, 
            0.999577, 
            0.999578, 
            0.99958, 
            0.999585, 
            0.999604, 
            0.999603, 
            0.999604, 
            0.999608, 
            0.99961, 
            0.999614, 
            0.999615, 
            0.999616, 
            0.999619, 
            0.999654, 
            0.999654, 
            0.999658, 
            0.999659, 
            0.99966, 
            0.999662, 
            0.999665, 
            0.999669, 
            0.999671
        ]
    }
}



Chunk 5 processed!


Total data:
Total Events	=	2000000 (B/S= 1671676 / 328324 = 5.09)
BackgroundSumW/SignalSumW 	=	120431416.000000 / 958725.125000	=	125.616211
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	120455512.000000 / 958725.125000	=	125.641342

Training data:
Total Events	=	820499 (B/S= 685824 / 134675 = 5.09)
BackgroundSumW/SignalSumW 	=	49091108.000000 / 391721.093750	=	125.321587
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	49140188.000000 / 391721.093750	=	125.446877

Validation data:
Total Events	=	579993 (B/S= 484811 / 95182 = 5.09)
BackgroundSumW/SignalSumW 	=	35485752.000000 / 279880.000000	=	126.789169
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35449444.000000 / 279880.000000	=	126.659439

Test data:
Total Events	=	599508 (B/S= 501041 / 98467 = 5.09)
BackgroundSumW/SignalSumW 	=	35854548.000000 / 287124.156250	=	124.874718
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35865852.000000 / 287124.156250	=	124.914085


[0]	train-auc:0.991049	test-auc:0.990216	validation-auc:0.990894
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.988719	test-auc:0.987516	validation-auc:0.988117
[2]	train-auc:0.988971	test-auc:0.987198	validation-auc:0.987855
[3]	train-auc:0.987093	test-auc:0.985012	validation-auc:0.984852
[4]	train-auc:0.987297	test-auc:0.985017	validation-auc:0.984806
[5]	train-auc:0.987547	test-auc:0.984686	validation-auc:0.984743
[6]	train-auc:0.987764	test-auc:0.984632	validation-auc:0.984668
[7]	train-auc:0.987912	test-auc:0.984614	validation-auc:0.984667
[8]	train-auc:0.988108	test-auc:0.984658	validation-auc:0.984725
[9]	train-auc:0.988243	test-auc:0.984691	validation-auc:0.984746
[10]	train-auc:0.988344	test-auc:0.984668	validation-auc:0.984725
Stopping. Best iteration:
[0]	train-auc:0.991049	test-auc:0.990216	validation-auc:0.990894


Validation progress:

{
    "test": {
        "auc": [
            0.990216, 
            0.987516, 
            0.987198, 
            0.985012, 
            0.985017, 
            0.984686, 
            0.984632, 
            0.984614, 
            0.984658, 
            0.984691
        ]
    }, 
    "train": {
        "auc": [
            0.991049, 
            0.988719, 
            0.988971, 
            0.987093, 
            0.987297, 
            0.987547, 
            0.987764, 
            0.987912, 
            0.988108, 
            0.988243
        ]
    }, 
    "validation": {
        "auc": [
            0.990894, 
            0.988117, 
            0.987855, 
            0.984852, 
            0.984806, 
            0.984743, 
            0.984668, 
            0.984667, 
            0.984725, 
            0.984746
        ]
    }
}



[0]	train-auc:0.985989	test-auc:0.986577

Post-validation progress:

{
    "test": {
        "auc": [
            0.986577
        ]
    }, 
    "train": {
        "auc": [
            0.985989
        ]
    }
}



Chunk 6 processed!


Total data:
Total Events	=	2000000 (B/S= 1671677 / 328323 = 5.09)
BackgroundSumW/SignalSumW 	=	119752384.000000 / 963410.250000	=	124.300507
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119747544.000000 / 963410.250000	=	124.295486

Training data:
Total Events	=	820593 (B/S= 686071 / 134522 = 5.10)
BackgroundSumW/SignalSumW 	=	48761676.000000 / 397016.875000	=	122.820160
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48740364.000000 / 397016.875000	=	122.766479

Validation data:
Total Events	=	580907 (B/S= 485372 / 95535 = 5.08)
BackgroundSumW/SignalSumW 	=	35088800.000000 / 279515.281250	=	125.534462
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35101200.000000 / 279515.281250	=	125.578819

Test data:
Total Events	=	598500 (B/S= 500234 / 98266 = 5.09)
BackgroundSumW/SignalSumW 	=	35901908.000000 / 286877.968750	=	125.146965
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35906020.000000 / 286877.968750	=	125.161301


[0]	train-auc:0.983691	test-auc:0.982067	validation-auc:0.981061
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.984161	test-auc:0.982117	validation-auc:0.980825
[2]	train-auc:0.984492	test-auc:0.98176	validation-auc:0.980566
[3]	train-auc:0.984838	test-auc:0.981804	validation-auc:0.980348
[4]	train-auc:0.985115	test-auc:0.981868	validation-auc:0.980396
[5]	train-auc:0.985362	test-auc:0.981251	validation-auc:0.980407
[6]	train-auc:0.985873	test-auc:0.981349	validation-auc:0.980864
[7]	train-auc:0.986425	test-auc:0.981724	validation-auc:0.981273
[8]	train-auc:0.9867	test-auc:0.981851	validation-auc:0.981525
[9]	train-auc:0.986889	test-auc:0.981972	validation-auc:0.981786
[10]	train-auc:0.987094	test-auc:0.982101	validation-auc:0.981909
[11]	train-auc:0.987262	test-auc:0.982128	validation-auc:0.981979
[12]	train-auc:0.987382	test-auc:0.982238	validation-auc:0.981809
[13]	train-auc:0.987393	test-auc:0.982329	validation-auc:0.981869
[14]	train-auc:0.987615	test-auc:0.982425	validation-auc:0.98204
[15]	train-auc:0.987547	test-auc:0.982545	validation-auc:0.981968
[16]	train-auc:0.987916	test-auc:0.982712	validation-auc:0.982266
[17]	train-auc:0.988088	test-auc:0.982891	validation-auc:0.982767
[18]	train-auc:0.988708	test-auc:0.983494	validation-auc:0.983408
[19]	train-auc:0.988458	test-auc:0.983209	validation-auc:0.983084
[20]	train-auc:0.989105	test-auc:0.983656	validation-auc:0.983896
[21]	train-auc:0.989483	test-auc:0.983983	validation-auc:0.984229
[22]	train-auc:0.989744	test-auc:0.984173	validation-auc:0.984387
[23]	train-auc:0.989986	test-auc:0.984626	validation-auc:0.98447
[24]	train-auc:0.990306	test-auc:0.984983	validation-auc:0.984915
[25]	train-auc:0.990599	test-auc:0.985268	validation-auc:0.985214
[26]	train-auc:0.991019	test-auc:0.985559	validation-auc:0.985484
[27]	train-auc:0.991774	test-auc:0.986031	validation-auc:0.986102
[28]	train-auc:0.992025	test-auc:0.986297	validation-auc:0.986395
[29]	train-auc:0.992006	test-auc:0.986188	validation-auc:0.986393
[30]	train-auc:0.992349	test-auc:0.986397	validation-auc:0.986879
[31]	train-auc:0.992599	test-auc:0.986575	validation-auc:0.9871
[32]	train-auc:0.992719	test-auc:0.986698	validation-auc:0.987232
[33]	train-auc:0.993251	test-auc:0.987329	validation-auc:0.987675
[34]	train-auc:0.993374	test-auc:0.987462	validation-auc:0.987717
[35]	train-auc:0.993545	test-auc:0.987593	validation-auc:0.987756
[36]	train-auc:0.993659	test-auc:0.987725	validation-auc:0.987812
[37]	train-auc:0.993877	test-auc:0.987946	validation-auc:0.988012
[38]	train-auc:0.994134	test-auc:0.988213	validation-auc:0.988101
[39]	train-auc:0.994231	test-auc:0.988346	validation-auc:0.988204
[40]	train-auc:0.994309	test-auc:0.988381	validation-auc:0.988377
[41]	train-auc:0.994494	test-auc:0.988772	validation-auc:0.988503
[42]	train-auc:0.994629	test-auc:0.988913	validation-auc:0.988637
[43]	train-auc:0.994693	test-auc:0.988977	validation-auc:0.98869
[44]	train-auc:0.994791	test-auc:0.989218	validation-auc:0.988818
[45]	train-auc:0.994916	test-auc:0.989312	validation-auc:0.988916
[46]	train-auc:0.994996	test-auc:0.989367	validation-auc:0.988952
[47]	train-auc:0.995091	test-auc:0.989413	validation-auc:0.988923
[48]	train-auc:0.995123	test-auc:0.989488	validation-auc:0.988849
[49]	train-auc:0.995272	test-auc:0.989606	validation-auc:0.988924
[50]	train-auc:0.995446	test-auc:0.989826	validation-auc:0.989037
[51]	train-auc:0.995544	test-auc:0.98987	validation-auc:0.989106
[52]	train-auc:0.995594	test-auc:0.989844	validation-auc:0.989106
[53]	train-auc:0.99565	test-auc:0.989924	validation-auc:0.989107
[54]	train-auc:0.995779	test-auc:0.990134	validation-auc:0.989233
[55]	train-auc:0.995934	test-auc:0.990234	validation-auc:0.989218
[56]	train-auc:0.996009	test-auc:0.990285	validation-auc:0.989299
[57]	train-auc:0.996093	test-auc:0.990419	validation-auc:0.989364
[58]	train-auc:0.996154	test-auc:0.990465	validation-auc:0.989389
[59]	train-auc:0.996217	test-auc:0.9905	validation-auc:0.989439
[60]	train-auc:0.996307	test-auc:0.990574	validation-auc:0.989489
[61]	train-auc:0.996369	test-auc:0.990669	validation-auc:0.989493
[62]	train-auc:0.996435	test-auc:0.990717	validation-auc:0.989627
[63]	train-auc:0.996486	test-auc:0.990737	validation-auc:0.98966
[64]	train-auc:0.996549	test-auc:0.990811	validation-auc:0.989691
[65]	train-auc:0.996575	test-auc:0.990828	validation-auc:0.989708
[66]	train-auc:0.996677	test-auc:0.990934	validation-auc:0.989784
[67]	train-auc:0.996762	test-auc:0.990991	validation-auc:0.989886
[68]	train-auc:0.996841	test-auc:0.991031	validation-auc:0.990039
[69]	train-auc:0.996869	test-auc:0.991047	validation-auc:0.990098
[70]	train-auc:0.996871	test-auc:0.991013	validation-auc:0.990038
[71]	train-auc:0.996911	test-auc:0.99102	validation-auc:0.990113
[72]	train-auc:0.996943	test-auc:0.991048	validation-auc:0.990177
[73]	train-auc:0.996981	test-auc:0.991059	validation-auc:0.990244
[74]	train-auc:0.997011	test-auc:0.991083	validation-auc:0.990301
[75]	train-auc:0.997012	test-auc:0.991077	validation-auc:0.990338
[76]	train-auc:0.997039	test-auc:0.99112	validation-auc:0.990347
[77]	train-auc:0.997073	test-auc:0.991133	validation-auc:0.990382
[78]	train-auc:0.997089	test-auc:0.99111	validation-auc:0.990404
[79]	train-auc:0.997097	test-auc:0.991119	validation-auc:0.990418
[80]	train-auc:0.997095	test-auc:0.991131	validation-auc:0.99044
[81]	train-auc:0.997107	test-auc:0.991157	validation-auc:0.99047
[82]	train-auc:0.997133	test-auc:0.991177	validation-auc:0.990503
[83]	train-auc:0.997156	test-auc:0.991184	validation-auc:0.990501
[84]	train-auc:0.997175	test-auc:0.99121	validation-auc:0.990509
[85]	train-auc:0.997194	test-auc:0.99121	validation-auc:0.990508
[86]	train-auc:0.997222	test-auc:0.991213	validation-auc:0.990528
[87]	train-auc:0.997235	test-auc:0.991239	validation-auc:0.990534
[88]	train-auc:0.99725	test-auc:0.99125	validation-auc:0.990541
[89]	train-auc:0.997292	test-auc:0.991252	validation-auc:0.990557
[90]	train-auc:0.997314	test-auc:0.991241	validation-auc:0.990572
[91]	train-auc:0.99735	test-auc:0.991252	validation-auc:0.990574
[92]	train-auc:0.997399	test-auc:0.991289	validation-auc:0.990603
[93]	train-auc:0.997427	test-auc:0.991297	validation-auc:0.990609
[94]	train-auc:0.997455	test-auc:0.991305	validation-auc:0.990606
[95]	train-auc:0.997489	test-auc:0.991337	validation-auc:0.990633
[96]	train-auc:0.997508	test-auc:0.991358	validation-auc:0.990661
[97]	train-auc:0.997555	test-auc:0.991348	validation-auc:0.990655
[98]	train-auc:0.997567	test-auc:0.991348	validation-auc:0.990672
[99]	train-auc:0.997593	test-auc:0.991358	validation-auc:0.990706
[100]	train-auc:0.99764	test-auc:0.991353	validation-auc:0.990729
[101]	train-auc:0.997694	test-auc:0.991373	validation-auc:0.990811
[102]	train-auc:0.997739	test-auc:0.991377	validation-auc:0.99081
[103]	train-auc:0.997767	test-auc:0.991411	validation-auc:0.990857
[104]	train-auc:0.997789	test-auc:0.991405	validation-auc:0.990847
[105]	train-auc:0.997818	test-auc:0.991389	validation-auc:0.990831
[106]	train-auc:0.997857	test-auc:0.991394	validation-auc:0.990847
[107]	train-auc:0.997872	test-auc:0.991386	validation-auc:0.99085
[108]	train-auc:0.997878	test-auc:0.991365	validation-auc:0.990827
[109]	train-auc:0.997917	test-auc:0.991375	validation-auc:0.990833
[110]	train-auc:0.997943	test-auc:0.991386	validation-auc:0.990844
[111]	train-auc:0.997962	test-auc:0.991413	validation-auc:0.990904
[112]	train-auc:0.997966	test-auc:0.991402	validation-auc:0.990906
[113]	train-auc:0.998007	test-auc:0.991406	validation-auc:0.990925
[114]	train-auc:0.998039	test-auc:0.991427	validation-auc:0.990933
[115]	train-auc:0.998056	test-auc:0.991416	validation-auc:0.990914
[116]	train-auc:0.998084	test-auc:0.991423	validation-auc:0.990932
[117]	train-auc:0.998119	test-auc:0.991456	validation-auc:0.990967
[118]	train-auc:0.998128	test-auc:0.991463	validation-auc:0.990972
[119]	train-auc:0.998176	test-auc:0.991489	validation-auc:0.991022
[120]	train-auc:0.998215	test-auc:0.991532	validation-auc:0.991056
[121]	train-auc:0.99823	test-auc:0.991542	validation-auc:0.991068
[122]	train-auc:0.998238	test-auc:0.991535	validation-auc:0.991052
[123]	train-auc:0.998255	test-auc:0.991532	validation-auc:0.991062
[124]	train-auc:0.998294	test-auc:0.991556	validation-auc:0.991114
[125]	train-auc:0.998323	test-auc:0.991563	validation-auc:0.99113
[126]	train-auc:0.998328	test-auc:0.991549	validation-auc:0.991098
[127]	train-auc:0.998338	test-auc:0.991541	validation-auc:0.991098
[128]	train-auc:0.998361	test-auc:0.991524	validation-auc:0.991096
[129]	train-auc:0.998385	test-auc:0.991534	validation-auc:0.991113
[130]	train-auc:0.998402	test-auc:0.991562	validation-auc:0.991114
[131]	train-auc:0.998434	test-auc:0.991584	validation-auc:0.991127
[132]	train-auc:0.99845	test-auc:0.991589	validation-auc:0.991132
[133]	train-auc:0.99847	test-auc:0.991586	validation-auc:0.991151
[134]	train-auc:0.998551	test-auc:0.991616	validation-auc:0.991144
[135]	train-auc:0.998565	test-auc:0.991616	validation-auc:0.991149
[136]	train-auc:0.998582	test-auc:0.991627	validation-auc:0.991163
[137]	train-auc:0.998605	test-auc:0.991618	validation-auc:0.991162
[138]	train-auc:0.998642	test-auc:0.991643	validation-auc:0.991185
[139]	train-auc:0.998663	test-auc:0.991658	validation-auc:0.991196
[140]	train-auc:0.998678	test-auc:0.991688	validation-auc:0.991196
[141]	train-auc:0.998688	test-auc:0.991677	validation-auc:0.991179
[142]	train-auc:0.998717	test-auc:0.991691	validation-auc:0.991182
[143]	train-auc:0.998728	test-auc:0.991695	validation-auc:0.991187
[144]	train-auc:0.998757	test-auc:0.991713	validation-auc:0.991215
[145]	train-auc:0.998775	test-auc:0.991706	validation-auc:0.991225
[146]	train-auc:0.998799	test-auc:0.991713	validation-auc:0.991238
